Name,Severity,Rule
"CDC-15#661","WARNING","CDC-15"
"CDC-15#662","WARNING","CDC-15"
"CDC-15#663","WARNING","CDC-15"
"CDC-15#664","WARNING","CDC-15"
"CDC-15#665","WARNING","CDC-15"
"CDC-15#666","WARNING","CDC-15"
"CDC-6#6","WARNING","CDC-6"
"CDC-6#7","WARNING","CDC-6"
"CDC-15#667","WARNING","CDC-15"
"CDC-15#668","WARNING","CDC-15"
"CDC-15#669","WARNING","CDC-15"
"CDC-15#670","WARNING","CDC-15"
"CDC-15#671","WARNING","CDC-15"
"CDC-15#672","WARNING","CDC-15"
"CDC-15#673","WARNING","CDC-15"
"CDC-15#674","WARNING","CDC-15"
"CDC-15#675","WARNING","CDC-15"
"CDC-15#676","WARNING","CDC-15"
"CDC-15#677","WARNING","CDC-15"
"CDC-15#678","WARNING","CDC-15"
"CDC-15#679","WARNING","CDC-15"
"CDC-15#680","WARNING","CDC-15"
"CDC-15#681","WARNING","CDC-15"
"CDC-15#682","WARNING","CDC-15"
"CDC-15#683","WARNING","CDC-15"
"CDC-15#684","WARNING","CDC-15"
"CDC-15#685","WARNING","CDC-15"
"CDC-15#686","WARNING","CDC-15"
"CDC-15#687","WARNING","CDC-15"
"CDC-15#688","WARNING","CDC-15"
"CDC-15#689","WARNING","CDC-15"
"CDC-15#690","WARNING","CDC-15"
"CDC-15#691","WARNING","CDC-15"
"CDC-15#692","WARNING","CDC-15"
"CDC-15#693","WARNING","CDC-15"
"CDC-15#694","WARNING","CDC-15"
"CDC-15#695","WARNING","CDC-15"
"CDC-15#696","WARNING","CDC-15"
"CDC-15#697","WARNING","CDC-15"
"CDC-15#698","WARNING","CDC-15"
"CDC-15#699","WARNING","CDC-15"
"CDC-15#700","WARNING","CDC-15"
"CDC-15#701","WARNING","CDC-15"
"CDC-15#702","WARNING","CDC-15"
"CDC-15#703","WARNING","CDC-15"
"CDC-15#704","WARNING","CDC-15"
"CDC-15#705","WARNING","CDC-15"
"CDC-15#706","WARNING","CDC-15"
"CDC-15#707","WARNING","CDC-15"
"CDC-15#708","WARNING","CDC-15"
"CDC-15#709","WARNING","CDC-15"
"CDC-15#710","WARNING","CDC-15"
"CDC-15#711","WARNING","CDC-15"
"CDC-15#712","WARNING","CDC-15"
"CDC-15#713","WARNING","CDC-15"
"CDC-15#714","WARNING","CDC-15"
"CDC-15#715","WARNING","CDC-15"
"CDC-15#716","WARNING","CDC-15"
"CDC-15#717","WARNING","CDC-15"
"CDC-15#718","WARNING","CDC-15"
"CDC-15#719","WARNING","CDC-15"
"CDC-15#720","WARNING","CDC-15"
"CDC-15#721","WARNING","CDC-15"
"CDC-15#722","WARNING","CDC-15"
"CDC-15#723","WARNING","CDC-15"
"CDC-15#724","WARNING","CDC-15"
"CDC-15#725","WARNING","CDC-15"
"CDC-15#726","WARNING","CDC-15"
"CDC-15#727","WARNING","CDC-15"
"CDC-15#728","WARNING","CDC-15"
"CDC-15#729","WARNING","CDC-15"
"CDC-15#730","WARNING","CDC-15"
"CDC-15#731","WARNING","CDC-15"
"CDC-15#732","WARNING","CDC-15"
"CDC-15#733","WARNING","CDC-15"
"CDC-15#734","WARNING","CDC-15"
"CDC-15#735","WARNING","CDC-15"
"CDC-15#736","WARNING","CDC-15"
"CDC-15#737","WARNING","CDC-15"
"CDC-15#738","WARNING","CDC-15"
"CDC-15#739","WARNING","CDC-15"
"CDC-15#740","WARNING","CDC-15"
"CDC-15#741","WARNING","CDC-15"
"CDC-15#742","WARNING","CDC-15"
"CDC-15#743","WARNING","CDC-15"
"CDC-15#744","WARNING","CDC-15"
"CDC-15#745","WARNING","CDC-15"
"CDC-15#746","WARNING","CDC-15"
"CDC-15#747","WARNING","CDC-15"
"CDC-15#748","WARNING","CDC-15"
"CDC-15#749","WARNING","CDC-15"
"CDC-15#750","WARNING","CDC-15"
"CDC-15#751","WARNING","CDC-15"
"CDC-15#752","WARNING","CDC-15"
"CDC-15#753","WARNING","CDC-15"
"CDC-15#754","WARNING","CDC-15"
"CDC-15#755","WARNING","CDC-15"
"CDC-15#756","WARNING","CDC-15"
"CDC-15#757","WARNING","CDC-15"
"CDC-15#758","WARNING","CDC-15"
"CDC-15#759","WARNING","CDC-15"
"CDC-15#760","WARNING","CDC-15"
"CDC-15#761","WARNING","CDC-15"
"CDC-15#762","WARNING","CDC-15"
"CDC-15#763","WARNING","CDC-15"
"CDC-15#764","WARNING","CDC-15"
"CDC-15#765","WARNING","CDC-15"
"CDC-15#766","WARNING","CDC-15"
"CDC-15#767","WARNING","CDC-15"
"CDC-15#768","WARNING","CDC-15"
"CDC-15#769","WARNING","CDC-15"
"CDC-15#770","WARNING","CDC-15"
"CDC-15#771","WARNING","CDC-15"
"CDC-15#772","WARNING","CDC-15"
"CDC-15#773","WARNING","CDC-15"
"CDC-15#774","WARNING","CDC-15"
"CDC-15#775","WARNING","CDC-15"
"CDC-15#776","WARNING","CDC-15"
"CDC-15#777","WARNING","CDC-15"
"CDC-15#778","WARNING","CDC-15"
"CDC-15#779","WARNING","CDC-15"
"CDC-15#780","WARNING","CDC-15"
"CDC-15#781","WARNING","CDC-15"
"CDC-15#782","WARNING","CDC-15"
"CDC-15#783","WARNING","CDC-15"
"CDC-15#784","WARNING","CDC-15"
"CDC-15#785","WARNING","CDC-15"
"CDC-15#786","WARNING","CDC-15"
"CDC-15#787","WARNING","CDC-15"
"CDC-15#788","WARNING","CDC-15"
"CDC-15#789","WARNING","CDC-15"
"CDC-15#790","WARNING","CDC-15"
"CDC-15#791","WARNING","CDC-15"
"CDC-15#792","WARNING","CDC-15"
"CDC-15#793","WARNING","CDC-15"
"CDC-15#794","WARNING","CDC-15"
"CDC-15#795","WARNING","CDC-15"
"CDC-15#796","WARNING","CDC-15"
"CDC-15#797","WARNING","CDC-15"
"CDC-15#798","WARNING","CDC-15"
"CDC-15#799","WARNING","CDC-15"
"CDC-15#800","WARNING","CDC-15"
"CDC-15#801","WARNING","CDC-15"
"CDC-15#802","WARNING","CDC-15"
"CDC-15#803","WARNING","CDC-15"
"CDC-15#804","WARNING","CDC-15"
"CDC-15#805","WARNING","CDC-15"
"CDC-15#806","WARNING","CDC-15"
"CDC-15#807","WARNING","CDC-15"
"CDC-15#808","WARNING","CDC-15"
"CDC-15#809","WARNING","CDC-15"
"CDC-15#810","WARNING","CDC-15"
"CDC-15#811","WARNING","CDC-15"
"CDC-15#812","WARNING","CDC-15"
"CDC-15#813","WARNING","CDC-15"
"CDC-15#814","WARNING","CDC-15"
"CDC-15#815","WARNING","CDC-15"
"CDC-15#816","WARNING","CDC-15"
"CDC-15#817","WARNING","CDC-15"
"CDC-15#818","WARNING","CDC-15"
"CDC-15#819","WARNING","CDC-15"
"CDC-15#820","WARNING","CDC-15"
"CDC-15#821","WARNING","CDC-15"
"CDC-15#822","WARNING","CDC-15"
"CDC-15#823","WARNING","CDC-15"
"CDC-15#824","WARNING","CDC-15"
"CDC-15#825","WARNING","CDC-15"
"CDC-15#826","WARNING","CDC-15"
"CDC-15#827","WARNING","CDC-15"
"CDC-15#828","WARNING","CDC-15"
"CDC-15#829","WARNING","CDC-15"
"CDC-15#830","WARNING","CDC-15"
"CDC-15#831","WARNING","CDC-15"
"CDC-15#832","WARNING","CDC-15"
"CDC-15#833","WARNING","CDC-15"
"CDC-15#834","WARNING","CDC-15"
"CDC-15#835","WARNING","CDC-15"
"CDC-15#836","WARNING","CDC-15"
"CDC-15#837","WARNING","CDC-15"
"CDC-15#838","WARNING","CDC-15"
"CDC-15#839","WARNING","CDC-15"
"CDC-15#840","WARNING","CDC-15"
"CDC-15#841","WARNING","CDC-15"
"CDC-15#842","WARNING","CDC-15"
"CDC-15#843","WARNING","CDC-15"
"CDC-15#844","WARNING","CDC-15"
"CDC-15#845","WARNING","CDC-15"
"CDC-15#846","WARNING","CDC-15"
"CDC-15#847","WARNING","CDC-15"
"CDC-15#848","WARNING","CDC-15"
"CDC-15#849","WARNING","CDC-15"
"CDC-15#850","WARNING","CDC-15"
"CDC-15#851","WARNING","CDC-15"
"CDC-15#852","WARNING","CDC-15"
"CDC-15#853","WARNING","CDC-15"
"CDC-15#854","WARNING","CDC-15"
"CDC-15#855","WARNING","CDC-15"
"CDC-15#856","WARNING","CDC-15"
"CDC-15#857","WARNING","CDC-15"
"CDC-6#8","WARNING","CDC-6"
"CDC-6#9","WARNING","CDC-6"
"CDC-6#10","WARNING","CDC-6"
"CDC-6#11","WARNING","CDC-6"
"CDC-6#12","WARNING","CDC-6"
"CDC-15#858","WARNING","CDC-15"
"CDC-15#859","WARNING","CDC-15"
"CDC-15#860","WARNING","CDC-15"
"CDC-15#861","WARNING","CDC-15"
"CDC-6#13","WARNING","CDC-6"
