"case_id","op_read","stretch_phase","stretch_bit","extra_cycles","edge_phase_ns","scl_input_delay_ns","sda_input_delay_ns","ack_mode","ack_lead_ns","early_release_ns","stratum","declared_class","checker","experiment_outcome","success","timeout","raw","starts","stops","bytes","bits","max_scl_wait","target_low","master_release","slave_release","bus_high","bus_fall","ack_assert","ack_release","sample","sample_bus_sda","sample_raw_sda","sample_filtered_sda","raw_scl_high","sync_scl_high","filtered_scl_high","raw_sda_low","sync_sda_low","filtered_sda_low","ack_high_violation","starts_pin","stops_pin","pin_rises","pin_bytes","ack_valid_from_low_ps","ack_setup_to_high_ps","log_sha256","pin_sha256"
"159","0","3","-1","256","8","0","0","2","2000","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1125360000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1125360000","1125384000","1125432000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22120000","2000000","2B88ACAF286B28445281A4FF3E78CA35C9DE44D1D3D859D41B4371FF3826EF13","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"160","0","3","-1","256","8","128","0","2","2000","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1128272000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1128272000","1128296000","1128344000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22120000","2000000","1C7D4DFE44355CFD5B4466BA8C3248791F96F9BEED26E1AA2A5EB9AE0CA14535","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"161","0","3","-1","256","8","0","0","2","1282","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1126078000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1126078000","1126104000","1126152000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22838000","1282000","C0F9AA637DB0BE238D5F939E24FC6F159276CEA5ED22A60C5714653B1C101FE1","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"162","0","3","-1","256","8","128","0","2","1282","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1128990000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1128990000","1129016000","1129064000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22838000","1282000","38D9CAC824AB0E2E460480A44D0BAC8FA250797E9794D4736B69307EBB32A4B7","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"163","0","3","-1","256","8","0","0","2","1266","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1126094000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1126094000","1126120000","1126168000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22854000","1266000","7A44451EF2C7A649B2FD29EED13C0B48E5179F475E699C6C84CAEBE9D179C35A","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"164","0","3","-1","256","8","128","0","2","1266","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1129006000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1129006000","1129032000","1129080000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22854000","1266000","72B0D80D4F7EB1237F32D60E721A1A5E38491EDF83FE4637B25BC181A0B4CCE3","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"165","0","3","-1","256","8","0","0","2","1250","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1126110000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1126110000","1126136000","1126184000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","893441DE5CEE33DBEF9CD5B8A47916F1818A650EAFEE9C692CEDEBBEA1EC0FBC","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"166","0","3","-1","256","8","128","0","2","1250","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1129022000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1129022000","1129048000","1129096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","470F87565F84728DDC8746D73AD82B0994698E0A909AE5ED92449AE372BDE7A1","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"167","0","3","-1","256","8","0","0","2","1234","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1126126000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1126126000","1126152000","1126200000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22886000","1234000","D5B44135C4FFF28F852D2086EAA596718ED4EBE14D748716A475305203E53736","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"168","0","3","-1","256","8","128","0","2","1234","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1129038000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1129038000","1129064000","1129112000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22886000","1234000","638D17BF90D14DBB1EAF7E844F18A83C2049C59ED209E4C2C9CCD150CA4AC10F","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"169","0","3","-1","256","8","0","0","2","32","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1127328000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1127328000","1127352000","1127400000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24088000","32000","0A90B1287C7149CC9BB559E57CF1C7255CFD78386BDB664987D8FEB0B7791D16","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"170","0","3","-1","256","8","128","0","2","32","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1130240000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1130240000","1130264000","1130312000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24088000","32000","07DE1D7EB6BB765C0BF51B07225391844032DF512FBBC299372FFC2C1BDA2B6D","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"171","0","3","-1","256","8","0","0","2","16","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1127344000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1127344000","1127368000","1127416000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24104000","16000","E19C6C0B22D675ED567F000B65D68FF3D5E617A78DF7E336BBCA0AB015DC3B03","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"172","0","3","-1","256","8","128","0","2","16","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1130256000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1130256000","1130280000","1130328000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24104000","16000","89F33736F4D54A6F5DE5B7B1FCED3306EBC7469A531025296F51F337396DA0F6","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"173","0","3","-1","256","8","0","0","2","0","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","261","1103240000","1123256000","1127360000","1127360000","1147448000","1127360000","0","1147448000","0","0","0","1127360000","1127384000","1127432000","1127360000","1127384000","1127432000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24120000","0","F3EB36499141ED2DEEAFA0D17587E5D119A41993596442E56E077F8056592AF7","73B3AED50A08C287E2A36F72C889352F171FA038B126A8765CDDCB47FE943E5F"
"174","0","3","-1","256","8","128","0","2","0","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1130272000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1130272000","1130296000","1130344000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","24120000","0","AC6E2C15A513E70D079CF8267079DA3ED12286277F17EF92741A57632D25C1EA","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"175","1","1","-1","256","8","0","0","2","2000","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","764352000","0","786440000","0","0","0","766352000","766376000","766424000","764352000","764376000","764424000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22120000","2000000","20422A9E5BC83FA9B1F02861CC70E6DD2541B92EB6BA162344D42B474F3B40A5","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"176","1","1","-1","256","8","128","0","2","2000","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","766256000","0","788472000","0","0","0","768384000","768408000","768456000","766256000","766280000","766328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22120000","2000000","C7A8CEFE28AC9B11EBD3C70FD32E9C58F312FE3E37296B5D4EF9E624624A5C0F","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"177","1","1","-1","256","8","0","0","2","1282","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","765070000","0","786440000","0","0","0","766352000","766376000","766424000","765070000","765096000","765144000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22838000","1282000","A1E695BCA298F5A6EE87F218DB6993D8924579D720CB9FAE09C8DEB3D21FE1D1","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"178","1","1","-1","256","8","128","0","2","1282","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","766974000","0","788472000","0","0","0","768384000","768408000","768456000","766974000","767000000","767048000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22838000","1282000","480B5A77EBE9170B45AC0C65D9B7F9CB3F18E3C2BD6DEE2C6FCD5214BE7EEF63","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"179","1","1","-1","256","8","0","0","2","1266","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","765086000","0","786440000","0","0","0","766352000","766376000","766424000","765086000","765112000","765160000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22854000","1266000","B2441D48A0520B93D8F71C5CE64A650134C6E04EFCDADBFBD9C49212DA2DFE65","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"180","1","1","-1","256","8","128","0","2","1266","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","766990000","0","788472000","0","0","0","768384000","768408000","768456000","766990000","767016000","767064000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22854000","1266000","CFFA0B0F5DB50E3804DA664906740F8E9EB67D4C2D06EF0511C2ACFF6E9371D0","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"181","1","1","-1","256","8","0","0","2","1250","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","765102000","0","786440000","0","0","0","766352000","766376000","766424000","765102000","765128000","765176000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","D696CEDAF2CF82677C50855882EE1F6A05768E29B69F487AB3394AD9ECE98F7B","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"182","1","1","-1","256","8","128","0","2","1250","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","767006000","0","788472000","0","0","0","768384000","768408000","768456000","767006000","767032000","767080000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","86874764364E10B0CD4C8ADA1CDB29FAF64B915FBCA20BE429B811FF076EFCA9","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"183","1","1","-1","256","8","0","0","2","1234","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","765118000","0","786440000","0","0","0","766352000","766376000","766424000","765118000","765144000","765192000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22886000","1234000","F951FFD39F4A7C0BB847DAE534347C7A6CA5C65AAE5ACABCBC4B7A9CB622EA02","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"184","1","1","-1","256","8","128","0","2","1234","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","767022000","0","788472000","0","0","0","768384000","768408000","768456000","767022000","767048000","767096000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22886000","1234000","B8C6868BC573EA99CC2035BB8AD9C41A1BA06CEED14C8EA59F91AE31190AE4C7","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"185","1","1","-1","256","8","0","0","2","32","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","766320000","0","786440000","0","0","0","766352000","766376000","766424000","766320000","766344000","766392000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24088000","32000","617A5B224B8ECDF008AB8C0E7E83F3FC0386E89BA63B39DCC4FB409CE8262074","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"186","1","1","-1","256","8","128","0","2","32","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","768224000","0","788472000","0","0","0","768384000","768408000","768456000","768224000","768248000","768296000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24088000","32000","B7922064E5DFCA1F30617A246C0C8E1CD6D6F595334A623CBA27469C2CFA72DF","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"187","1","1","-1","256","8","0","0","2","16","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","766336000","0","786440000","0","0","0","766352000","766376000","766424000","766336000","766360000","766408000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24104000","16000","3FE23F2F40CB574A15DE67F40DFBE6FC4C951C333F3A4A4D3D2485649D46F984","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"188","1","1","-1","256","8","128","0","2","16","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","768240000","0","788472000","0","0","0","768384000","768408000","768456000","768240000","768264000","768312000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24104000","16000","E708366DE5BB7881033399E5C2B787AA5115815B2F28A15BCDEFBA83C52DB803","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"189","1","1","-1","256","8","0","0","2","0","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","261","742232000","762248000","766352000","766352000","786440000","766352000","0","786440000","0","0","0","766352000","766376000","766424000","766352000","766376000","766424000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24120000","0","5469010707E8AFEFB9C68C90C26BF505D4907BDDFCFF9F866E01AA382C94B583","FA28BB8A45BBC99D097CC5CB6587C15FCF2EF2311E8754A077ADE2174EDC9A8D"
"190","1","1","-1","256","8","128","0","2","0","0","late_ack_setup","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","768256000","0","788472000","0","0","0","768384000","768408000","768456000","768256000","768280000","768328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","24120000","0","9702FB6856EFFC4C88937C27B2D68E5647E4B17E3374D114F74638AC502CD26C","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"191","0","3","-1","256","8","32","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","263","1103656000","1123672000","1127776000","1127776000","1147896000","1103656000","0","1147896000","0","0","0","1127808000","1127832000","1127880000","1103656000","1103688000","1103736000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","22CB56F6335A19DF6DC613F5CD8C8B9B16463AC37FCD6AF8772A2D197B4A216B","64CC7D6F129594DBDDAB8BF647A3083C9EAAD1D7648478F2262694CFBBD460D5"
"192","0","3","-1","256","8","32","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","263","1103656000","1123672000","1127776000","1127776000","1147896000","1126526000","0","1147896000","0","0","0","1127808000","1127832000","1127880000","1126526000","1126552000","1126600000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","1708FF10CFBAA19B5A5B7A5FAA245012EC19E68850F06D07704C8CA084866973","64CC7D6F129594DBDDAB8BF647A3083C9EAAD1D7648478F2262694CFBBD460D5"
"193","0","3","-1","256","8","128","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1106152000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1106152000","1106184000","1106232000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","8CC4CA5982D6694BC8090A468CFD6CDD1DB9B0ED7C6E3E78A19FA24618BA38FD","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"194","0","3","-1","256","8","128","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","269","1106152000","1126168000","1130272000","1130272000","1150488000","1129022000","0","1150488000","0","0","0","1130400000","1130424000","1130472000","1129022000","1129048000","1129096000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","37AA311B5A8EF129DC4979BAFB73228D5FAD5541911AE6F161E3355073BF2143","437FC2D32052598756943898103718E4017945A7156473E9B22BD23B106A3D2A"
"195","0","3","-1","256","8","500","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","292","1116136000","1136152000","1140256000","1140256000","1160840000","1116136000","0","1160840000","0","0","0","1140756000","1140776000","1140824000","1116136000","1116168000","1116216000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","556535C406986D437B9BECE8C4BC854447D2EF7C5877F620E2A3F8319F671503","48E5CA52486FEAA8188C0F65F29D2F4C003C7B801D2D7539966CF6640E4C365C"
"196","0","3","-1","256","8","500","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","292","1116136000","1136152000","1140256000","1140256000","1160840000","1139006000","0","1160840000","0","0","0","1140756000","1140776000","1140824000","1139006000","1139032000","1139080000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","E962C0AD115D2FD7845D611CCA758C46E27277418918DAB2674A5877D134500A","48E5CA52486FEAA8188C0F65F29D2F4C003C7B801D2D7539966CF6640E4C365C"
"197","0","3","-1","256","8","1000","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","1","1","3","24","323","1129032000","1149048000","1153152000","1153152000","1174232000","1129032000","0","1174232000","0","0","0","1154152000","1154168000","1154216000","1129032000","1129064000","1129112000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","7626961D3648EE9D74CA8C677348B5338EFAA10AADD79B99221AA3FF477C0DCA","3B2C84DE798D11699227FC7EC37B4D3C1ED289C77C004754CFA208CF9EB448B7"
"198","0","3","-1","256","8","1000","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","323","1129032000","1149048000","1153152000","1153152000","1174232000","1151902000","0","1174232000","0","0","0","1154152000","1154168000","1154216000","1151902000","1151928000","1151976000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","903572C9D18218A9FE725316AD5C2E9F9C10FA06B9EAD9F08A145709A46EF367","3B2C84DE798D11699227FC7EC37B4D3C1ED289C77C004754CFA208CF9EB448B7"
"199","0","3","-1","256","8","2000","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_SENSITIVITY","1","0","0","1","1","3","24","386","1154824000","1174840000","1178944000","1178944000","1201032000","1154824000","0","1201032000","0","0","0","1180944000","1180968000","1181016000","1154824000","1154856000","1154904000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","0","24120000","EDE8B2B0176695688D6A50EE1AA65F6E0687A07015390A408CA278169AA1ABB1","B1C7CDBBDB18BCB80DF8AFA44C95218170E14FEE8DE2E48816A5B7B28A897BB6"
"200","0","3","-1","256","8","2000","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","1","1","3","24","386","1154824000","1174840000","1178944000","1178944000","1201032000","1177694000","0","1201032000","0","0","0","1180944000","1180968000","1181016000","1177694000","1177720000","1177768000","0","1","1","27","[(0, 96), (0, 255), (0, 5)]","22870000","1250000","771E58E50265E752EDF5F0AFC94CEDEE85CA151C5B8240B9C57F8B7D1B05C637","B1C7CDBBDB18BCB80DF8AFA44C95218170E14FEE8DE2E48816A5B7B28A897BB6"
"201","1","1","-1","256","8","32","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","263","742504000","762520000","766624000","766624000","786744000","742504000","0","786744000","0","0","0","766656000","766680000","766728000","662248000","662280000","662328000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","C65F4D3AF0E94B9B8AAA54BBFC7ECC963BD097150BDE54326C0BD7333E24ADD3","BF2C10E36330E710871C2F94ACCBA3D79E9A760C648D8272F2916089F12DCA02"
"202","1","1","-1","256","8","32","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","263","742504000","762520000","766624000","766624000","786744000","765374000","0","786744000","0","0","0","766656000","766680000","766728000","765374000","765400000","765448000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","911AB7D271E541901C8009C9FD7708BE58DEC218F57826F6A636584D1BD05260","BF2C10E36330E710871C2F94ACCBA3D79E9A760C648D8272F2916089F12DCA02"
"203","1","1","-1","256","8","128","32","0","2000","0","rise_recognition","DIGITAL_SENSITIVITY_ANALOG_UNVERIFIED","PASS","CLEAN_VALID_PATH","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","744136000","0","788472000","0","0","0","768384000","768408000","768456000","663688000","663720000","663768000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","0","24120000","DB603AB13FEF9B2D4895731036956D91BE108D894D0A3F387A95C0B6504FD726","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
"204","1","1","-1","256","8","128","32","2","1250","0","rise_recognition","TIMING_STRESS_TVD_ACK_UNVERIFIED","PASS","LATE_ASSERTION_TIMING_STRESS","1","0","0","2","1","3","24","269","744136000","764152000","768256000","768256000","788472000","767006000","0","788472000","0","0","0","768384000","768408000","768456000","767006000","767032000","767080000","0","2","1","36","[(0, 96), (0, 244), (1, 97)]","22870000","1250000","595B6092095B25D38BAABA231F8F35668784ACAA73FB68F37D007E46DB24C20B","51CACA3D7FA7AE04BEFF59E950234DEB2A534EE242C7A9B31588139570968329"
