Slot,Field,Object_Name,Direct_Leaf_Sink_Count,Sink_Primitive_Pin_Types
"0","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[0][19]","1","LUT6/I5"
"0","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[0][20]","1","LUT6/I0"
"0","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[0][21]","1","LUT6/I5"
"0","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[0][22]","1","LUT6/I0"
"0","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[0][23]","1","LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][0]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][1]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][2]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][3]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][4]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][5]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][6]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][7]","2","LUT6/I2;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][8]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][9]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][10]","2","LUT6/I0;LUT6/I2"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][11]","2","LUT6/I3;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][12]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][13]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][14]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][15]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][16]","2","LUT6/I2;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][17]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][18]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][19]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][20]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][21]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][22]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][23]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][24]","2","LUT6/I0;LUT6/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][25]","2","LUT6/I2;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][26]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][27]","2","LUT6/I0;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][28]","2","LUT6/I0;LUT6/I2"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][29]","2","LUT6/I3;LUT6/I5"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][30]","2","LUT4/I2;LUT4/I3"
"0","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[0][31]","2","LUT4/I0;LUT4/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][0]","1","LUT6/I0"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][1]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][2]","1","LUT6/I5"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][3]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][4]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][5]","1","LUT6/I4"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][6]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][7]","1","LUT6/I0"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][8]","1","LUT6/I5"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][9]","1","LUT6/I4"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][10]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][11]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][12]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][13]","1","LUT6/I4"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][14]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][15]","1","LUT6/I4"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][16]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][17]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][18]","1","LUT6/I4"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][19]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][20]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][21]","1","LUT6/I1"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][22]","1","LUT6/I3"
"1","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[1][23]","1","LUT6/I4"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][0]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][1]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][2]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][3]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][4]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][5]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][6]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][7]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][8]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][9]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][10]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][11]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][12]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][13]","2","LUT6/I2;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][14]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][15]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][16]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][17]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][18]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][19]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][20]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][21]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][22]","2","LUT6/I0;LUT6/I2"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][23]","2","LUT6/I3;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][24]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][25]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][26]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][27]","2","LUT6/I0;LUT6/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][28]","2","LUT6/I2;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][29]","2","LUT6/I0;LUT6/I5"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][30]","2","LUT4/I2;LUT4/I3"
"1","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[1][31]","2","LUT4/I0;LUT4/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][0]","1","LUT6/I4"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][1]","1","LUT6/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][2]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][3]","1","LUT6/I4"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][4]","1","LUT6/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][5]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][6]","1","LUT6/I0"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][7]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][8]","1","LUT6/I5"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][9]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][10]","1","LUT6/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][11]","1","LUT6/I4"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][12]","1","LUT6/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][13]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][14]","1","LUT6/I4"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][15]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][16]","1","LUT6/I0"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][17]","1","LUT6/I5"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][18]","1","LUT6/I4"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][19]","1","LUT6/I1"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][20]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][21]","1","LUT6/I0"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][22]","1","LUT6/I3"
"2","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[2][23]","1","LUT6/I5"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][0]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][1]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][2]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][3]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][4]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][5]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][6]","2","LUT6/I3;LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][7]","2","LUT6/I0;LUT6/I1"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][8]","2","LUT6/I3;LUT6/I5"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][9]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][10]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][11]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][12]","2","LUT6/I1;LUT6/I5"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][13]","2","LUT6/I0;LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][14]","2","LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][15]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][16]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][17]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][18]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][19]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][20]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][21]","2","LUT6/I4"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][22]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][23]","2","LUT6/I1;LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][24]","2","LUT6/I4;LUT6/I5"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][25]","2","LUT6/I0;LUT6/I1"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][26]","2","LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][27]","2","LUT6/I4;LUT6/I5"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][28]","2","LUT6/I0;LUT6/I1"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][29]","2","LUT6/I3"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][30]","2","LUT4/I2"
"2","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[2][31]","2","LUT4/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][0]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][1]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][2]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][3]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][4]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][5]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][6]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][7]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][8]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][9]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][10]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][11]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][12]","1","LUT6/I4"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][13]","1","LUT6/I1"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][14]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][15]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][16]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][17]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][18]","1","LUT6/I0"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][19]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][20]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][21]","1","LUT6/I3"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][22]","1","LUT6/I5"
"3","GENERATION","G2B_ONECH_C2H/release_generation_axi_reg[3][23]","1","LUT6/I0"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][0]","2","LUT6/I0;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][1]","2","LUT6/I2;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][2]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][3]","2","LUT6/I0;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][4]","2","LUT6/I2;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][5]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][6]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][7]","2","LUT6/I0;LUT6/I2"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][8]","2","LUT6/I3;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][9]","2","LUT6/I0;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][10]","2","LUT6/I2;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][11]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][12]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][13]","2","LUT6/I0;LUT6/I2"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][14]","2","LUT6/I3;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][15]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][16]","2","LUT6/I2;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][17]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][18]","2","LUT6/I0;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][19]","2","LUT6/I2;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][20]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][21]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][22]","2","LUT6/I0;LUT6/I2"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][23]","2","LUT6/I3;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][24]","2","LUT6/I0;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][25]","2","LUT6/I2;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][26]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][27]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][28]","2","LUT6/I2;LUT6/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][29]","2","LUT6/I0;LUT6/I5"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][30]","2","LUT4/I2;LUT4/I3"
"3","EPOCH","G2B_ONECH_C2H/release_epoch_axi_reg[3][31]","2","LUT4/I0;LUT4/I1"
