Timestamp,Label,Operation,Offset,Value,Result
1788900908406142183,RESET_WAIT,READ,0x3810,0x000000C4,PASS
1788900908406151651,S1,READ,0x3814,0x00000000,PASS
1788900908406155919,S1,READ,0x3818,0x00000000,PASS
1788900908406162621,S1,READ,0x381C,0x00000000,PASS
1788900908406166789,S1,READ,0x3820,0x00000000,PASS
1788900908406170796,S1,READ,0x3824,0x00000000,PASS
1788900908406174884,S1,READ,0x3828,0x00000000,PASS
1788900908406181616,S1,READ,0x382C,0x00000000,PASS
1788900908406185714,S1,READ,0x3830,0x00000000,PASS
1788900908406189922,S1,READ,0x3834,0xFFFFFFFF,PASS
1788900908406194761,S1,READ,0x3850,0x00000000,PASS
1788900908406198818,S1,READ,0x3854,0x00000000,PASS
1788900908406203046,S1,READ,0x3858,0xFFFFFFFF,PASS
1788900908406209168,S1,READ,0x3838,0x00000002,PASS
1788900908406213446,S1,READ,0x380C,0x00000000,PASS
1788900908406217704,S1,READ,0x3810,0x000000C4,PASS
1788900908406222312,S1,READ,0x383C,0x00000000,PASS
1788900908406226490,S1,READ,0x3840,0x00000000,PASS
1788900908406233874,S1_W1C_READ,READ,0x383C,0x00000000,PASS
1788900908406239093,S2,READ,0x383C,0x00000000,PASS
1788900908406244533,S2_BASELINE,READ,0x3838,0x00000002,PASS
1788900908406248651,S2_BASELINE,READ,0x384C,0x00000000,PASS
1788900908406253781,S2_BASELINE,READ,0x3810,0x000000C4,PASS
1788900908406259612,COHERENT_SNAPSHOT,WRITE,0x3844,0x00000001,PASS
1788900908406269981,S2_BASELINE,READ,0x3848,0x00000002,PASS
1788900908406274319,S2_BASELINE,READ,0x384C,0x00000001,PASS
1788900908406282665,S2_BASELINE,READ,0x3814,0x00000000,PASS
1788900908406286852,S2_BASELINE,READ,0x3818,0x00000000,PASS
1788900908406290880,S2_BASELINE,READ,0x381C,0x00000000,PASS
1788900908406294998,S2_BASELINE,READ,0x3820,0x00000000,PASS
1788900908406299075,S2_BASELINE,READ,0x3824,0x00000000,PASS
1788900908406305798,S2_BASELINE,READ,0x3828,0x00000000,PASS
1788900908406309955,S2_BASELINE,READ,0x382C,0x00000000,PASS
1788900908406314033,S2_BASELINE,READ,0x3830,0x00000000,PASS
1788900908406318151,S2_BASELINE,READ,0x3834,0xFFFFFFFF,PASS
1788900908406322389,S2_BASELINE,READ,0x3850,0x00000000,PASS
1788900908406326426,S2_BASELINE,READ,0x3854,0x00000002,PASS
1788900908406330774,S2_BASELINE,READ,0x3858,0xFFFFFFFF,PASS
1788900908406337316,S2_BASELINE,READ,0x3838,0x00000002,PASS
1788900908406343618,S2,READ,0x3814,0x00000000,PASS
1788900908406347936,S2,READ,0x3818,0x00000000,PASS
1788900908406351944,S2,READ,0x381C,0x00000000,PASS
1788900908406355981,S2,READ,0x3820,0x00000000,PASS
1788900908406359949,S2,READ,0x3824,0x00000000,PASS
1788900908406364287,S2,READ,0x3828,0x00000000,PASS
1788900908406373915,S2,READ,0x382C,0x00000000,PASS
1788900908406378052,S2,READ,0x3830,0x00000000,PASS
1788900908406382150,S2,READ,0x3834,0xFFFFFFFF,PASS
1788900908406386338,S2,READ,0x3850,0x00000000,PASS
1788900908406390385,S2,READ,0x3854,0x00000002,PASS
1788900908406394703,S2,READ,0x3858,0xFFFFFFFF,PASS
1788900908406399292,S2,READ,0x3838,0x00000002,PASS
1788900908406403540,S2,READ,0x380C,0x00000000,PASS
1788900908406407738,S2,READ,0x3810,0x000004C4,PASS
1788900908406412667,S2,READ,0x383C,0x00000000,PASS
1788900908406416664,S2,READ,0x3840,0x00000000,PASS
1788900908406447622,TRACE_CLEAR,WRITE,0x3C0C,0x00000001,PASS
1788900908406456979,TRACE_CLEAR_WAIT,READ,0x3C10,0x00000000,PASS
1788900908406461297,TRACE_CLEAR_WAIT,READ,0x3C14,0x00000000,PASS
1788900908406465155,TRACE_ARM,WRITE,0x3C0C,0x00000002,PASS
1788900908406478610,TRACE_ARM_WAIT,READ,0x3C10,0x00000001,PASS
1788900908417135403,STREAM_ENABLE,WRITE,0x380C,0x00000001,PASS
1788900908417187220,NORMAL_DISABLE,WRITE,0x380C,0x00000000,PASS
1788900908417214631,SP,READ,0x3814,0x00000000,PASS
1788900908417221644,SP,READ,0x3818,0x00000000,PASS
1788900908417227124,SP,READ,0x381C,0x00000000,PASS
1788900908417231843,SP,READ,0x3820,0x00000000,PASS
1788900908417236552,SP,READ,0x3824,0x00000000,PASS
1788900908417241110,SP,READ,0x3828,0x00000000,PASS
1788900908417245859,SP,READ,0x382C,0x00000000,PASS
1788900908417250287,SP,READ,0x3830,0x00000000,PASS
1788900908417255497,SP,READ,0x3834,0xFFFFFFFF,PASS
1788900908417260727,SP,READ,0x3850,0x00000000,PASS
1788900908417265466,SP,READ,0x3854,0x00000002,PASS
1788900908417274993,SP,READ,0x3858,0xFFFFFFFF,PASS
1788900908417282027,SP,READ,0x3838,0x00000002,PASS
1788900908417290152,SP,READ,0x380C,0x00000000,PASS
1788900908417297976,SP,READ,0x3810,0x000004C4,PASS
1788900908417302765,SP,READ,0x383C,0x00000000,PASS
1788900908417307424,SP,READ,0x3840,0x00000000,PASS
1788900908417318114,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788900908417322933,POST_DISABLE,READ,0x3810,0x000004C4,PASS
1788900908517375026,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788900908517389112,POST_DISABLE,READ,0x3810,0x000004C4,PASS
1788900908617458240,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788900908617467167,POST_DISABLE,READ,0x3810,0x000004C4,PASS
1788900908717559539,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788900908717570419,POST_DISABLE,READ,0x3810,0x000004C4,PASS
1788900908817662791,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788900908817671647,POST_DISABLE,READ,0x3810,0x000004C4,PASS
