"GlobalRow","SectionRow","ViolationName","Rule","Severity","SourceClock","DestinationClock","CDCType","Depth","Exception","PhysicalSource","DestinationEndpoint","Description"
"27","23","CDC-15#21","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[60]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[18]/D","Clock enable controlled CDC structure detected"
"28","24","CDC-15#22","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[61]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[19]/D","Clock enable controlled CDC structure detected"
"29","25","CDC-15#23","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[62]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[20]/D","Clock enable controlled CDC structure detected"
"30","26","CDC-15#24","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[63]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[21]/D","Clock enable controlled CDC structure detected"
"31","27","CDC-15#25","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[64]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[22]/D","Clock enable controlled CDC structure detected"
"32","28","CDC-15#26","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[65]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[23]/D","Clock enable controlled CDC structure detected"
"33","29","CDC-15#27","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[66]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[24]/D","Clock enable controlled CDC structure detected"
"34","30","CDC-15#28","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[67]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[25]/D","Clock enable controlled CDC structure detected"
"35","31","CDC-15#29","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[68]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[26]/D","Clock enable controlled CDC structure detected"
"36","32","CDC-15#30","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[69]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[27]/D","Clock enable controlled CDC structure detected"
"37","33","CDC-15#31","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[70]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[28]/D","Clock enable controlled CDC structure detected"
"38","34","CDC-15#32","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[71]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[29]/D","Clock enable controlled CDC structure detected"
"39","35","CDC-15#33","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[72]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[30]/D","Clock enable controlled CDC structure detected"
"40","36","CDC-15#34","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[73]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_capture_generation_reg[31]/D","Clock enable controlled CDC structure detected"
"41","37","CDC-15#35","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[2]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_clear_errors_reg/D","Clock enable controlled CDC structure detected"
"42","38","CDC-15#36","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[5]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_line_count_requested_reg[0]/D","Clock enable controlled CDC structure detected"
"43","39","CDC-15#37","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[6]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_line_count_requested_reg[1]/D","Clock enable controlled CDC structure detected"
"44","40","CDC-15#38","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[7]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_line_count_requested_reg[2]/D","Clock enable controlled CDC structure detected"
"45","41","CDC-15#39","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[8]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_line_count_requested_reg[3]/D","Clock enable controlled CDC structure detected"
"46","42","CDC-15#40","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[9]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_line_count_requested_reg[4]/D","Clock enable controlled CDC structure detected"
"47","43","CDC-15#41","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[3]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_single_line_reg/D","Clock enable controlled CDC structure detected"
"48","44","CDC-15#42","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[10]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[0]/D","Clock enable controlled CDC structure detected"
"49","45","CDC-15#43","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[11]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[1]/D","Clock enable controlled CDC structure detected"
"50","46","CDC-15#44","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[12]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[2]/D","Clock enable controlled CDC structure detected"
"51","47","CDC-15#45","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[13]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[3]/D","Clock enable controlled CDC structure detected"
"52","48","CDC-15#46","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[14]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[4]/D","Clock enable controlled CDC structure detected"
"53","49","CDC-15#47","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[15]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[5]/D","Clock enable controlled CDC structure detected"
"54","50","CDC-15#48","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[16]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[6]/D","Clock enable controlled CDC structure detected"
"55","51","CDC-15#49","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[17]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[7]/D","Clock enable controlled CDC structure detected"
"56","52","CDC-15#50","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[18]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[8]/D","Clock enable controlled CDC structure detected"
"57","53","CDC-15#51","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[19]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[9]/D","Clock enable controlled CDC structure detected"
"58","54","CDC-15#52","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[20]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[10]/D","Clock enable controlled CDC structure detected"
"59","55","CDC-15#53","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[21]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[11]/D","Clock enable controlled CDC structure detected"
"60","56","CDC-15#54","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[22]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[12]/D","Clock enable controlled CDC structure detected"
"61","57","CDC-15#55","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[23]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[13]/D","Clock enable controlled CDC structure detected"
"62","58","CDC-15#56","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[24]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[14]/D","Clock enable controlled CDC structure detected"
"63","59","CDC-15#57","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[25]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[15]/D","Clock enable controlled CDC structure detected"
"64","60","CDC-15#58","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[26]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[16]/D","Clock enable controlled CDC structure detected"
"65","61","CDC-15#59","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[27]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[17]/D","Clock enable controlled CDC structure detected"
"66","62","CDC-15#60","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[28]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[18]/D","Clock enable controlled CDC structure detected"
"67","63","CDC-15#61","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[29]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[19]/D","Clock enable controlled CDC structure detected"
"68","64","CDC-15#62","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[30]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[20]/D","Clock enable controlled CDC structure detected"
"69","65","CDC-15#63","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[31]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[21]/D","Clock enable controlled CDC structure detected"
"70","66","CDC-15#64","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[32]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[22]/D","Clock enable controlled CDC structure detected"
"71","67","CDC-15#65","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[33]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[23]/D","Clock enable controlled CDC structure detected"
"72","68","CDC-15#66","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[34]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[24]/D","Clock enable controlled CDC structure detected"
"73","69","CDC-15#67","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[35]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[25]/D","Clock enable controlled CDC structure detected"
"74","70","CDC-15#68","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[36]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[26]/D","Clock enable controlled CDC structure detected"
"75","71","CDC-15#69","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[37]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[27]/D","Clock enable controlled CDC structure detected"
"76","72","CDC-15#70","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[38]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[28]/D","Clock enable controlled CDC structure detected"
"77","73","CDC-15#71","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[39]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[29]/D","Clock enable controlled CDC structure detected"
"78","74","CDC-15#72","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[40]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[30]/D","Clock enable controlled CDC structure detected"
"79","75","CDC-15#73","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[41]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_target_line_reg[31]/D","Clock enable controlled CDC structure detected"
"80","76","CDC-15#74","CDC-15","Warning","userclk1","nvp_vclk1","No Common Primary Clock","0","Max Delay Datapath Only","CAPTURE_SUBSYSTEM/MAILBOX/cfg_hold_pcie_reg[4]/C","CAPTURE_SUBSYSTEM/MAILBOX/nvp_cfg_window_16_lines_reg/D","Clock enable controlled CDC structure detected"
"81","77","CDC-3#2","CDC-3","Info","userclk1","nvp_vclk1","No Common Primary Clock","2","False Path","CAPTURE_SUBSYSTEM/MAILBOX/status_req_seen_pcie_reg/C","CAPTURE_SUBSYSTEM/MAILBOX/status_ack_sync1_nvp_reg/D","1-bit synchronized with ASYNC_REG property"
