"ObjectIndex","ObjectName","Rule","Ordinal","Severity","Property","Value"
"6","CDC-1#6","CDC-1","6","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/release_seen_source_reg[1]/D"
"6","CDC-1#6","CDC-1","6","Critical","EXCEPTION","Max Delay Datapath Only"
"6","CDC-1#6","CDC-1","6","Critical","EXCEPTION_ID","EMPTY"
"6","CDC-1#6","CDC-1","6","Critical","FULLNAME","1-bit unknown CDC circuitry"
"6","CDC-1#6","CDC-1","6","Critical","ID","6"
"6","CDC-1#6","CDC-1","6","Critical","IS_WAIVED","0"
"6","CDC-1#6","CDC-1","6","Critical","IS_WAIVED_INTERNAL","0"
"6","CDC-1#6","CDC-1","6","Critical","NAME","CDC-1#6"
"6","CDC-1#6","CDC-1","6","Critical","SEVERITY","Critical"
"6","CDC-1#6","CDC-1","6","Critical","STARTPOINT_CLOCK","userclk1"
"6","CDC-1#6","CDC-1","6","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C"
"6","CDC-1#6","CDC-1","6","Critical","SYNCHRONIZER","EMPTY"
"6","CDC-1#6","CDC-1","6","Critical","WAIVER","EMPTY"
"7","CDC-1#7","CDC-1","7","Critical","CDC_TYPE","No Common Primary Clock"
"7","CDC-1#7","CDC-1","7","Critical","CHECK","CDC-1"
"7","CDC-1#7","CDC-1","7","Critical","CLASS","cdc_violation"
"7","CDC-1#7","CDC-1","7","Critical","DEPTH","0"
"7","CDC-1#7","CDC-1","7","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"7","CDC-1#7","CDC-1","7","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"7","CDC-1#7","CDC-1","7","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/release_seen_source_reg[2]/D"
"7","CDC-1#7","CDC-1","7","Critical","EXCEPTION","Max Delay Datapath Only"
"7","CDC-1#7","CDC-1","7","Critical","EXCEPTION_ID","EMPTY"
"7","CDC-1#7","CDC-1","7","Critical","FULLNAME","1-bit unknown CDC circuitry"
"7","CDC-1#7","CDC-1","7","Critical","ID","7"
"7","CDC-1#7","CDC-1","7","Critical","IS_WAIVED","0"
"7","CDC-1#7","CDC-1","7","Critical","IS_WAIVED_INTERNAL","0"
"7","CDC-1#7","CDC-1","7","Critical","NAME","CDC-1#7"
"7","CDC-1#7","CDC-1","7","Critical","SEVERITY","Critical"
"7","CDC-1#7","CDC-1","7","Critical","STARTPOINT_CLOCK","userclk1"
"7","CDC-1#7","CDC-1","7","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C"
"7","CDC-1#7","CDC-1","7","Critical","SYNCHRONIZER","EMPTY"
"7","CDC-1#7","CDC-1","7","Critical","WAIVER","EMPTY"
"8","CDC-1#8","CDC-1","8","Critical","CDC_TYPE","No Common Primary Clock"
"8","CDC-1#8","CDC-1","8","Critical","CHECK","CDC-1"
"8","CDC-1#8","CDC-1","8","Critical","CLASS","cdc_violation"
"8","CDC-1#8","CDC-1","8","Critical","DEPTH","0"
"8","CDC-1#8","CDC-1","8","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"8","CDC-1#8","CDC-1","8","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"8","CDC-1#8","CDC-1","8","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/release_seen_source_reg[3]/D"
"8","CDC-1#8","CDC-1","8","Critical","EXCEPTION","Max Delay Datapath Only"
"8","CDC-1#8","CDC-1","8","Critical","EXCEPTION_ID","EMPTY"
"8","CDC-1#8","CDC-1","8","Critical","FULLNAME","1-bit unknown CDC circuitry"
"8","CDC-1#8","CDC-1","8","Critical","ID","8"
"8","CDC-1#8","CDC-1","8","Critical","IS_WAIVED","0"
"8","CDC-1#8","CDC-1","8","Critical","IS_WAIVED_INTERNAL","0"
"8","CDC-1#8","CDC-1","8","Critical","NAME","CDC-1#8"
"8","CDC-1#8","CDC-1","8","Critical","SEVERITY","Critical"
"8","CDC-1#8","CDC-1","8","Critical","STARTPOINT_CLOCK","userclk1"
"8","CDC-1#8","CDC-1","8","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/transport_release_phase_hold_axi_reg[0]/C"
"8","CDC-1#8","CDC-1","8","Critical","SYNCHRONIZER","EMPTY"
"8","CDC-1#8","CDC-1","8","Critical","WAIVER","EMPTY"
"9","CDC-1#9","CDC-1","9","Critical","CDC_TYPE","No Common Primary Clock"
"9","CDC-1#9","CDC-1","9","Critical","CHECK","CDC-1"
"9","CDC-1#9","CDC-1","9","Critical","CLASS","cdc_violation"
"9","CDC-1#9","CDC-1","9","Critical","DEPTH","0"
"9","CDC-1#9","CDC-1","9","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"9","CDC-1#9","CDC-1","9","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"9","CDC-1#9","CDC-1","9","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[0][0]/D"
"9","CDC-1#9","CDC-1","9","Critical","EXCEPTION","Max Delay Datapath Only"
"9","CDC-1#9","CDC-1","9","Critical","EXCEPTION_ID","EMPTY"
"9","CDC-1#9","CDC-1","9","Critical","FULLNAME","1-bit unknown CDC circuitry"
"9","CDC-1#9","CDC-1","9","Critical","ID","9"
"9","CDC-1#9","CDC-1","9","Critical","IS_WAIVED","0"
"9","CDC-1#9","CDC-1","9","Critical","IS_WAIVED_INTERNAL","0"
"9","CDC-1#9","CDC-1","9","Critical","NAME","CDC-1#9"
"9","CDC-1#9","CDC-1","9","Critical","SEVERITY","Critical"
"9","CDC-1#9","CDC-1","9","Critical","STARTPOINT_CLOCK","userclk1"
"9","CDC-1#9","CDC-1","9","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"9","CDC-1#9","CDC-1","9","Critical","SYNCHRONIZER","EMPTY"
"9","CDC-1#9","CDC-1","9","Critical","WAIVER","EMPTY"
"10","CDC-1#10","CDC-1","10","Critical","CDC_TYPE","No Common Primary Clock"
"10","CDC-1#10","CDC-1","10","Critical","CHECK","CDC-1"
"10","CDC-1#10","CDC-1","10","Critical","CLASS","cdc_violation"
"10","CDC-1#10","CDC-1","10","Critical","DEPTH","0"
"10","CDC-1#10","CDC-1","10","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"10","CDC-1#10","CDC-1","10","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"10","CDC-1#10","CDC-1","10","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[0][1]/D"
"10","CDC-1#10","CDC-1","10","Critical","EXCEPTION","Max Delay Datapath Only"
"10","CDC-1#10","CDC-1","10","Critical","EXCEPTION_ID","EMPTY"
"10","CDC-1#10","CDC-1","10","Critical","FULLNAME","1-bit unknown CDC circuitry"
"10","CDC-1#10","CDC-1","10","Critical","ID","10"
"10","CDC-1#10","CDC-1","10","Critical","IS_WAIVED","0"
"10","CDC-1#10","CDC-1","10","Critical","IS_WAIVED_INTERNAL","0"
"10","CDC-1#10","CDC-1","10","Critical","NAME","CDC-1#10"
"10","CDC-1#10","CDC-1","10","Critical","SEVERITY","Critical"
"10","CDC-1#10","CDC-1","10","Critical","STARTPOINT_CLOCK","userclk1"
"10","CDC-1#10","CDC-1","10","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"10","CDC-1#10","CDC-1","10","Critical","SYNCHRONIZER","EMPTY"
"10","CDC-1#10","CDC-1","10","Critical","WAIVER","EMPTY"
"11","CDC-1#11","CDC-1","11","Critical","CDC_TYPE","No Common Primary Clock"
"11","CDC-1#11","CDC-1","11","Critical","CHECK","CDC-1"
"11","CDC-1#11","CDC-1","11","Critical","CLASS","cdc_violation"
"11","CDC-1#11","CDC-1","11","Critical","DEPTH","0"
"11","CDC-1#11","CDC-1","11","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"11","CDC-1#11","CDC-1","11","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"11","CDC-1#11","CDC-1","11","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[0][2]/D"
"11","CDC-1#11","CDC-1","11","Critical","EXCEPTION","Max Delay Datapath Only"
"11","CDC-1#11","CDC-1","11","Critical","EXCEPTION_ID","EMPTY"
"11","CDC-1#11","CDC-1","11","Critical","FULLNAME","1-bit unknown CDC circuitry"
"11","CDC-1#11","CDC-1","11","Critical","ID","11"
"11","CDC-1#11","CDC-1","11","Critical","IS_WAIVED","0"
"11","CDC-1#11","CDC-1","11","Critical","IS_WAIVED_INTERNAL","0"
"11","CDC-1#11","CDC-1","11","Critical","NAME","CDC-1#11"
"11","CDC-1#11","CDC-1","11","Critical","SEVERITY","Critical"
"11","CDC-1#11","CDC-1","11","Critical","STARTPOINT_CLOCK","userclk1"
"11","CDC-1#11","CDC-1","11","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"11","CDC-1#11","CDC-1","11","Critical","SYNCHRONIZER","EMPTY"
"11","CDC-1#11","CDC-1","11","Critical","WAIVER","EMPTY"
"12","CDC-1#12","CDC-1","12","Critical","CDC_TYPE","No Common Primary Clock"
"12","CDC-1#12","CDC-1","12","Critical","CHECK","CDC-1"
"12","CDC-1#12","CDC-1","12","Critical","CLASS","cdc_violation"
"12","CDC-1#12","CDC-1","12","Critical","DEPTH","0"
"12","CDC-1#12","CDC-1","12","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"12","CDC-1#12","CDC-1","12","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"12","CDC-1#12","CDC-1","12","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[1][0]/D"
"12","CDC-1#12","CDC-1","12","Critical","EXCEPTION","Max Delay Datapath Only"
"12","CDC-1#12","CDC-1","12","Critical","EXCEPTION_ID","EMPTY"
"12","CDC-1#12","CDC-1","12","Critical","FULLNAME","1-bit unknown CDC circuitry"
"12","CDC-1#12","CDC-1","12","Critical","ID","12"
"12","CDC-1#12","CDC-1","12","Critical","IS_WAIVED","0"
"12","CDC-1#12","CDC-1","12","Critical","IS_WAIVED_INTERNAL","0"
"12","CDC-1#12","CDC-1","12","Critical","NAME","CDC-1#12"
"12","CDC-1#12","CDC-1","12","Critical","SEVERITY","Critical"
"12","CDC-1#12","CDC-1","12","Critical","STARTPOINT_CLOCK","userclk1"
"12","CDC-1#12","CDC-1","12","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"12","CDC-1#12","CDC-1","12","Critical","SYNCHRONIZER","EMPTY"
"12","CDC-1#12","CDC-1","12","Critical","WAIVER","EMPTY"
"13","CDC-1#13","CDC-1","13","Critical","CDC_TYPE","No Common Primary Clock"
"13","CDC-1#13","CDC-1","13","Critical","CHECK","CDC-1"
"13","CDC-1#13","CDC-1","13","Critical","CLASS","cdc_violation"
"13","CDC-1#13","CDC-1","13","Critical","DEPTH","0"
"13","CDC-1#13","CDC-1","13","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"13","CDC-1#13","CDC-1","13","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"13","CDC-1#13","CDC-1","13","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[1][1]/D"
"13","CDC-1#13","CDC-1","13","Critical","EXCEPTION","Max Delay Datapath Only"
"13","CDC-1#13","CDC-1","13","Critical","EXCEPTION_ID","EMPTY"
"13","CDC-1#13","CDC-1","13","Critical","FULLNAME","1-bit unknown CDC circuitry"
"13","CDC-1#13","CDC-1","13","Critical","ID","13"
"13","CDC-1#13","CDC-1","13","Critical","IS_WAIVED","0"
"13","CDC-1#13","CDC-1","13","Critical","IS_WAIVED_INTERNAL","0"
"13","CDC-1#13","CDC-1","13","Critical","NAME","CDC-1#13"
"13","CDC-1#13","CDC-1","13","Critical","SEVERITY","Critical"
"13","CDC-1#13","CDC-1","13","Critical","STARTPOINT_CLOCK","userclk1"
"13","CDC-1#13","CDC-1","13","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"13","CDC-1#13","CDC-1","13","Critical","SYNCHRONIZER","EMPTY"
"13","CDC-1#13","CDC-1","13","Critical","WAIVER","EMPTY"
"14","CDC-1#14","CDC-1","14","Critical","CDC_TYPE","No Common Primary Clock"
"14","CDC-1#14","CDC-1","14","Critical","CHECK","CDC-1"
"14","CDC-1#14","CDC-1","14","Critical","CLASS","cdc_violation"
"14","CDC-1#14","CDC-1","14","Critical","DEPTH","0"
"14","CDC-1#14","CDC-1","14","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"14","CDC-1#14","CDC-1","14","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"14","CDC-1#14","CDC-1","14","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[1][2]/D"
"14","CDC-1#14","CDC-1","14","Critical","EXCEPTION","Max Delay Datapath Only"
"14","CDC-1#14","CDC-1","14","Critical","EXCEPTION_ID","EMPTY"
"14","CDC-1#14","CDC-1","14","Critical","FULLNAME","1-bit unknown CDC circuitry"
"14","CDC-1#14","CDC-1","14","Critical","ID","14"
"14","CDC-1#14","CDC-1","14","Critical","IS_WAIVED","0"
"14","CDC-1#14","CDC-1","14","Critical","IS_WAIVED_INTERNAL","0"
"14","CDC-1#14","CDC-1","14","Critical","NAME","CDC-1#14"
"14","CDC-1#14","CDC-1","14","Critical","SEVERITY","Critical"
"14","CDC-1#14","CDC-1","14","Critical","STARTPOINT_CLOCK","userclk1"
"14","CDC-1#14","CDC-1","14","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"14","CDC-1#14","CDC-1","14","Critical","SYNCHRONIZER","EMPTY"
"14","CDC-1#14","CDC-1","14","Critical","WAIVER","EMPTY"
"15","CDC-1#15","CDC-1","15","Critical","CDC_TYPE","No Common Primary Clock"
"15","CDC-1#15","CDC-1","15","Critical","CHECK","CDC-1"
"15","CDC-1#15","CDC-1","15","Critical","CLASS","cdc_violation"
"15","CDC-1#15","CDC-1","15","Critical","DEPTH","0"
"15","CDC-1#15","CDC-1","15","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"15","CDC-1#15","CDC-1","15","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"15","CDC-1#15","CDC-1","15","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[2][0]/D"
"15","CDC-1#15","CDC-1","15","Critical","EXCEPTION","Max Delay Datapath Only"
"15","CDC-1#15","CDC-1","15","Critical","EXCEPTION_ID","EMPTY"
"15","CDC-1#15","CDC-1","15","Critical","FULLNAME","1-bit unknown CDC circuitry"
"15","CDC-1#15","CDC-1","15","Critical","ID","15"
"15","CDC-1#15","CDC-1","15","Critical","IS_WAIVED","0"
"15","CDC-1#15","CDC-1","15","Critical","IS_WAIVED_INTERNAL","0"
"15","CDC-1#15","CDC-1","15","Critical","NAME","CDC-1#15"
"15","CDC-1#15","CDC-1","15","Critical","SEVERITY","Critical"
"15","CDC-1#15","CDC-1","15","Critical","STARTPOINT_CLOCK","userclk1"
"15","CDC-1#15","CDC-1","15","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"15","CDC-1#15","CDC-1","15","Critical","SYNCHRONIZER","EMPTY"
"15","CDC-1#15","CDC-1","15","Critical","WAIVER","EMPTY"
"16","CDC-1#16","CDC-1","16","Critical","CDC_TYPE","No Common Primary Clock"
"16","CDC-1#16","CDC-1","16","Critical","CHECK","CDC-1"
"16","CDC-1#16","CDC-1","16","Critical","CLASS","cdc_violation"
"16","CDC-1#16","CDC-1","16","Critical","DEPTH","0"
"16","CDC-1#16","CDC-1","16","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"16","CDC-1#16","CDC-1","16","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"16","CDC-1#16","CDC-1","16","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[2][1]/D"
"16","CDC-1#16","CDC-1","16","Critical","EXCEPTION","Max Delay Datapath Only"
"16","CDC-1#16","CDC-1","16","Critical","EXCEPTION_ID","EMPTY"
"16","CDC-1#16","CDC-1","16","Critical","FULLNAME","1-bit unknown CDC circuitry"
"16","CDC-1#16","CDC-1","16","Critical","ID","16"
"16","CDC-1#16","CDC-1","16","Critical","IS_WAIVED","0"
"16","CDC-1#16","CDC-1","16","Critical","IS_WAIVED_INTERNAL","0"
"16","CDC-1#16","CDC-1","16","Critical","NAME","CDC-1#16"
"16","CDC-1#16","CDC-1","16","Critical","SEVERITY","Critical"
"16","CDC-1#16","CDC-1","16","Critical","STARTPOINT_CLOCK","userclk1"
"16","CDC-1#16","CDC-1","16","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"16","CDC-1#16","CDC-1","16","Critical","SYNCHRONIZER","EMPTY"
"16","CDC-1#16","CDC-1","16","Critical","WAIVER","EMPTY"
"17","CDC-1#17","CDC-1","17","Critical","CDC_TYPE","No Common Primary Clock"
"17","CDC-1#17","CDC-1","17","Critical","CHECK","CDC-1"
"17","CDC-1#17","CDC-1","17","Critical","CLASS","cdc_violation"
"17","CDC-1#17","CDC-1","17","Critical","DEPTH","0"
"17","CDC-1#17","CDC-1","17","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"17","CDC-1#17","CDC-1","17","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"17","CDC-1#17","CDC-1","17","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[2][2]/D"
"17","CDC-1#17","CDC-1","17","Critical","EXCEPTION","Max Delay Datapath Only"
"17","CDC-1#17","CDC-1","17","Critical","EXCEPTION_ID","EMPTY"
"17","CDC-1#17","CDC-1","17","Critical","FULLNAME","1-bit unknown CDC circuitry"
"17","CDC-1#17","CDC-1","17","Critical","ID","17"
"17","CDC-1#17","CDC-1","17","Critical","IS_WAIVED","0"
"17","CDC-1#17","CDC-1","17","Critical","IS_WAIVED_INTERNAL","0"
"17","CDC-1#17","CDC-1","17","Critical","NAME","CDC-1#17"
"17","CDC-1#17","CDC-1","17","Critical","SEVERITY","Critical"
"17","CDC-1#17","CDC-1","17","Critical","STARTPOINT_CLOCK","userclk1"
"17","CDC-1#17","CDC-1","17","Critical","STARTPOINT_PIN","G2B_ONECH_C2H/axis_slot_reg[1]/C"
"17","CDC-1#17","CDC-1","17","Critical","SYNCHRONIZER","EMPTY"
"17","CDC-1#17","CDC-1","17","Critical","WAIVER","EMPTY"
"18","CDC-1#18","CDC-1","18","Critical","CDC_TYPE","No Common Primary Clock"
"18","CDC-1#18","CDC-1","18","Critical","CHECK","CDC-1"
"18","CDC-1#18","CDC-1","18","Critical","CLASS","cdc_violation"
"18","CDC-1#18","CDC-1","18","Critical","DEPTH","0"
"18","CDC-1#18","CDC-1","18","Critical","DESCRIPTION","1-bit unknown CDC circuitry"
"18","CDC-1#18","CDC-1","18","Critical","ENDPOINT_CLOCK","nvp_vclk1"
"18","CDC-1#18","CDC-1","18","Critical","ENDPOINT_PIN","G2B_ONECH_C2H/slot_state_source_reg[3][0]/D"
