Timestamp,Label,Operation,Offset,Value,Result
1788954990346150906,PRIMARY_WINDOW_EVIDENCE,READ,0x3858,0x000009C3,PASS
1788954990346156917,PRIMARY_WINDOW_EVIDENCE,READ,0x3838,0x00000002,PASS
1788954990346163148,SP,READ,0x380C,0x00000000,PASS
1788954990346167847,SP,READ,0x3810,0x000004C2,PASS
1788954990346178146,POST_TARGET_TAIL_FLUSH,WRITE,0x380C,0x00000004,PASS
1788954990346189888,POST_TARGET_TAIL_FLUSH_WAIT,READ,0x380C,0x00000000,PASS
1788954990346194386,POST_TARGET_TAIL_FLUSH_WAIT,READ,0x3810,0x000000C4,PASS
1788954990346199245,POST_TARGET_TAIL_FLUSH_EPOCH,READ,0x3838,0x00000003,PASS
1788954990346206328,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788954990346210877,POST_DISABLE,READ,0x3810,0x000000C4,PASS
1788954990446362391,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788954990446381256,POST_DISABLE,READ,0x3810,0x000000C4,PASS
1788954990546495772,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788954990546504919,POST_DISABLE,READ,0x3810,0x000000C4,PASS
1788954990646575905,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788954990646584991,POST_DISABLE,READ,0x3810,0x000000C4,PASS
1788954990746675954,POST_DISABLE,READ,0x380C,0x00000000,PASS
1788954990746684860,POST_DISABLE,READ,0x3810,0x000000C4,PASS
1788954990746718593,S3,READ,0x383C,0x00000000,PASS
1788954990746724554,S3,READ,0x3840,0x00000000,PASS
1788954990746730154,FINAL_POST_QUIESCENCE,READ,0x3838,0x00000003,PASS
1788954990746736857,FINAL_POST_QUIESCENCE,READ,0x384C,0x00000002,PASS
1788954990746741155,FINAL_POST_QUIESCENCE,READ,0x3810,0x000000C4,PASS
1788954990746770329,COHERENT_SNAPSHOT,WRITE,0x3844,0x00000001,PASS
1788954990746786318,FINAL_POST_QUIESCENCE,READ,0x3848,0x00000002,PASS
1788954990746791207,FINAL_POST_QUIESCENCE,READ,0x384C,0x00000003,PASS
1788954990746798912,FINAL_POST_QUIESCENCE,READ,0x3814,0x000009C7,PASS
1788954990746804142,FINAL_POST_QUIESCENCE,READ,0x3818,0x000009C7,PASS
1788954990746808650,FINAL_POST_QUIESCENCE,READ,0x381C,0x000009C4,PASS
1788954990746813138,FINAL_POST_QUIESCENCE,READ,0x3820,0x00000000,PASS
1788954990746817486,FINAL_POST_QUIESCENCE,READ,0x3824,0x00000000,PASS
1788954990746821935,FINAL_POST_QUIESCENCE,READ,0x3828,0x00000000,PASS
1788954990746826864,FINAL_POST_QUIESCENCE,READ,0x382C,0x00138800,PASS
1788954990746831592,FINAL_POST_QUIESCENCE,READ,0x3830,0x00000000,PASS
1788954990746839507,FINAL_POST_QUIESCENCE,READ,0x3834,0xFFFFFFFF,PASS
1788954990746846710,FINAL_POST_QUIESCENCE,READ,0x3850,0x00000003,PASS
1788954990746851219,FINAL_POST_QUIESCENCE,READ,0x3854,0x00000003,PASS
1788954990746856028,FINAL_POST_QUIESCENCE,READ,0x3858,0xFFFFFFFF,PASS
1788954990746862560,FINAL_POST_QUIESCENCE,READ,0x3838,0x00000003,PASS
1788954990746868641,S3,READ,0x380C,0x00000000,PASS
1788954990746873019,S3,READ,0x3810,0x000004C4,PASS
